# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
sparerib,,sparerib,autre,,,0.70,100,,90,0,,5.0,0,125
rabbit,,rabbit,autre,,,0.70,100,,90,0,,5.0,0,125
ras_el_hanout_spice_mix,,ras el hanout spice mix,epice,,,0.50,2,,730,1,,20.0,0,125
black_cardamom_pod,,black cardamom pod,epice,,,0.50,2,,730,1,,20.0,0,125
mcintosh_apple,,mcintosh apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,125
chuck_steak,,chuck steak,viande,,,0.70,150,,3,0,,12.0,0,125
teaspoon_red_pepper_flake,,teaspoon red pepper flake,epice,,,0.50,2,,730,1,,20.0,0,125
red_radish,,red radish,legume,,,0.60,120,,7,0,,3.0,0,125
cup_onion,,cup onion,legume,,150.0,0.60,120,,7,0,,3.0,0,125
liquid_pectin,,liquid pectin,autre,,,0.70,100,,90,0,,5.0,0,124
pink_grapefruit,,pink grapefruit,fruit,,,0.65,150,,7,0,,3.5,0,124
dill_pickle_slice,,dill pickle slice,herbe,,,0.25,5,,5,0,,25.0,0,124
pita_bread_round,,pita bread round,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,124
grilled_chicken_breast,,grilled chicken breast,volaille,,175.0,0.70,150,,2,0,,9.0,0,124
mexican_style_corn,,mexican-style corn,legume,,,0.60,120,,7,0,,3.0,0,123
pre_mozzarella_cheese,,pre- mozzarella cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,123
scalded_milk,,scalded milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,123
white_hominy,,white hominy,autre,,,0.70,100,,90,0,,5.0,0,123
spiced_rum,,spiced rum,epice,,,0.50,2,,730,1,,20.0,0,123
dashi,,dashi,autre,,,0.70,100,,90,0,,5.0,0,123
firm_silken_tofu,,firm silken tofu,legumineuse,,,0.75,150,,730,1,soja,3.0,0,123
fontina,,fontina,autre,,,0.70,100,,90,0,,5.0,0,123
unpeeled_shrimp,,unpeeled shrimp,poisson,,,0.70,150,,2,0,crustaces,18.0,0,123
no_salt_added_tomato_sauce,,no-salt-added tomato sauce,legume,1.05,120.0,0.60,120,,7,0,,3.0,0,122
celeriac,,celeriac,autre,,,0.70,100,,90,0,,5.0,0,122
icing,,icing,autre,,,0.70,100,,90,0,,5.0,0,122
albacore_tuna,,albacore tuna,poisson,,,0.70,150,,2,0,poisson,18.0,0,122
vegetable_stock_cube,,vegetable stock cube,bouillon,1.0,,1.00,250,,365,1,,1.5,0,122
corn_tortilla_chip,,corn tortilla chip,pain,,45.0,0.25,40,,4,0,gluten,4.0,0,122
roast,,roast,autre,,,0.70,100,,90,0,,5.0,0,122
vanilla_soymilk,,vanilla soymilk,patisserie,1.03,,0.60,10,,365,1,lactose;soja,15.0,0,122
sweet_gherkin,,sweet gherkin,autre,,,0.70,100,,90,0,,5.0,0,122
halloumi_cheese,,halloumi cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,121
slab_bacon,,slab bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,121
white_cornmeal,,white cornmeal,cereale,0.68,,0.70,100,,365,1,,2.5,0,121
smoked_mozzarella_cheese,,smoked mozzarella cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,121
digestive_biscuit,,digestive biscuit,pain,,,0.25,40,,4,0,,4.0,0,121
potato_flour,,potato flour,legume,0.53,170.0,0.60,120,,7,0,gluten,3.0,0,121
teaspoon_cayenne_pepper,,teaspoon cayenne pepper,epice,,,0.50,2,,730,1,,20.0,0,121
poundcake,,poundcake,autre,,,0.70,100,,90,0,,5.0,0,121
summer_savory,,summer savory,autre,,,0.70,100,,90,0,,5.0,0,121
jarlsberg_cheese,,jarlsberg cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,121
heirloom_tomato,,heirloom tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,121
brewed_espresso,,brewed espresso,autre,,,0.70,100,,90,0,,5.0,0,121
french_s_french_fried_onion,,french s french fried onion,legume,,150.0,0.60,120,,7,0,,3.0,0,120
campbell_s_cream_of_mushroom_soup,,campbell s cream of mushroom soup,legume,0.99,20.0,0.60,120,,7,0,lactose,3.0,0,120
sweet_basil_leaf,,sweet basil leaf,herbe,,,0.25,5,,5,0,,25.0,0,120
lager_beer,,lager beer,alcool,,,0.98,750,,730,0,,8.0,0,120
waxy_potato,,waxy potato,legume,,170.0,0.60,120,,7,0,,3.0,0,120
shiitake_mushroom_cap,,shiitake mushroom cap,legume,,20.0,0.60,120,,7,0,,3.0,0,120
tap_water,,tap water,boisson,1.0,,1.00,250,,90,0,,2.0,0,120
vanilla_chip,,vanilla chip,patisserie,,,0.60,10,,365,1,,15.0,0,120
unsifted_all_purpose_flour,,unsifted all-purpose flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,119
italian_stewed_tomato,,italian stewed tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,119
chocolate_milk,,chocolate milk,sucrant,1.03,,0.85,20,,730,1,lactose,6.0,0,119
ciabatta_roll,,ciabatta roll,pain,,,0.25,40,,4,0,,4.0,0,119
halibut_steak,,halibut steak,viande,,,0.70,150,,3,0,,12.0,0,119
mahi_mahi_fillet,,mahi mahi fillet,autre,,,0.70,100,,90,0,,5.0,0,119
focaccia_bread,,focaccia bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,119
juice,,juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,119
pie_filling,,pie filling,autre,,,0.70,100,,90,0,,5.0,0,119
crepe,,crepe,autre,,,0.70,100,,90,0,,5.0,0,119
top_round_steak,,top round steak,viande,,,0.70,150,,3,0,,12.0,0,119
condensed_chicken_broth,,condensed chicken broth,volaille,1.0,,0.70,150,,2,0,,9.0,0,118
candy_corn,,candy corn,legume,,,0.60,120,,7,0,,3.0,0,118
cracked_black_peppercorn,,cracked black peppercorn,epice,,,0.50,2,,730,1,,20.0,0,118
candied_pineapple,,candied pineapple,fruit,,180.0,0.65,150,,7,0,,3.5,0,118
country_bread,,country bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,118
snipped_basil,,snipped basil,herbe,,,0.25,5,,5,0,,25.0,0,118
emmenthaler_cheese,,emmenthaler cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,118
red_snapper,,red snapper,autre,,,0.70,100,,90,0,,5.0,0,118
french_fry,,french fry,autre,,,0.70,100,,90,0,,5.0,0,118
instant_chicken_bouillon,,instant chicken bouillon,bouillon,,,1.00,250,,365,1,,1.5,0,117
dill_pickle_relish,,dill pickle relish,condiment,,,1.05,15,,180,1,,6.0,0,117
fiber_one_cereal,,fiber one cereal,autre,,,0.70,100,,90,0,,5.0,0,117
vanilla_bean_paste,,vanilla bean paste,patisserie,,3.0,0.60,10,,365,1,,15.0,0,117
lobster_tail,,lobster tail,autre,,,0.70,100,,90,0,crustaces,5.0,0,117
sucanat,,sucanat,autre,,,0.70,100,,90,0,,5.0,0,117
brazil_nut,,brazil nut,oleagineux,0.5,,0.50,1,,180,0,,14.0,0,117
self_rising_cornmeal,,self-rising cornmeal,cereale,0.68,,0.70,100,,365,1,,2.5,0,116
oyster_cracker,,oyster cracker,pain,,,0.25,40,,4,0,gluten;crustaces,4.0,0,116
currant_jelly,,currant jelly,sucrant,,,0.85,20,,730,1,,6.0,0,116
butter_recipe_cake_mix,,butter recipe cake mix,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,116
fudge,,fudge,autre,,,0.70,100,,90,0,,5.0,0,116
carob_powder,,carob powder,epice,,,0.50,2,,730,1,,20.0,0,116
mandarin_orange_section,,mandarin orange section,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,116
marinated_artichoke,,marinated artichoke,legume,,,0.60,120,,7,0,,3.0,0,116
chicken_flavor_stuffing_mix,,chicken flavor stuffing mix,volaille,,,0.70,150,,2,0,,9.0,0,115
sweet_rice_flour,,sweet rice flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,115
raspberry_gelatin_powder,,raspberry gelatin powder,fruit,,,0.65,150,,7,0,,3.5,0,115
grape_nut_cereal,,grape-nut cereal,fruit,0.5,,0.65,150,,7,0,,3.5,0,115
chive_onion_cream_cheese,,chive & onion cream cheese,fromage,0.45,150.0,0.45,30,,21,0,lactose,13.0,0,115
wheat_couscous,,wheat couscous,cereale,,,0.70,100,,365,1,gluten,2.5,0,115
hershey_chocolate_syrup,,hershey chocolate syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,115
7_up_soda,,7-up soda,boisson,,,1.00,250,,90,0,,2.0,0,115
pound_cake,,pound cake,autre,,,0.70,100,,90,0,,5.0,0,115
suet,,suet,autre,,,0.70,100,,90,0,,5.0,0,115
sweet_italian_sausage_link,,sweet italian sausage link,viande,,,0.70,150,,3,0,,12.0,0,115
dark_sweet_cherry,,dark sweet cherry,fruit,,,0.65,150,,7,0,,3.5,0,115
minute_tapioca,,minute tapioca,cereale,0.5,,0.70,100,,365,1,,2.5,0,114
red_cayenne_pepper,,red cayenne pepper,epice,,,0.50,2,,730,1,,20.0,0,114
french_onion_soup_mix,,french onion soup mix,legume,,150.0,0.60,120,,7,0,,3.0,0,114
orange_flower_water,,orange flower water,fruit,1.0,150.0,0.65,150,70.0,7,0,,3.5,0,114
coke,,coke,autre,,,0.70,100,,90,0,,5.0,0,114
lamb_loin_chop,,lamb loin chop,viande,,,0.70,150,,3,0,,12.0,0,114
sun_tomato_pesto,,sun- tomato pesto,legume,,120.0,0.60,120,,7,0,,3.0,0,114
salt_and_white_pepper,,salt and white pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,114
tea_bag,,tea bag,boisson,,,1.00,250,,90,0,,2.0,0,114
bocconcini,,bocconcini,autre,,,0.70,100,,90,0,,5.0,0,114
brioche_bread,,brioche bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,114
english_pea,,english pea,legumineuse,,,0.75,150,,730,1,,3.0,0,114
pinch_salt,,pinch salt,epice,1.22,,0.50,2,,730,1,,20.0,0,113
instant_lemon_pudding_mix,,instant lemon pudding mix,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,113
instant_lemon_pudding,,instant lemon pudding,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,113
lightly_brown_sugar,,lightly brown sugar,sucrant,0.93,,0.85,20,,730,1,,6.0,0,113
london_broil_beef,,london broil beef,viande,0.92,,0.70,150,,3,0,,12.0,0,113
spring_roll_wrapper,,spring roll wrapper,pain,,,0.25,40,,4,0,,4.0,0,113
rack_of_lamb,,rack of lamb,viande,,,0.70,150,,3,0,,12.0,0,113
calvado,,calvado,autre,,,0.70,100,,90,0,,5.0,0,113
gram_flour,,gram flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,113
snipped_dill,,snipped dill,herbe,,,0.25,5,,5,0,,25.0,0,113
rag_pasta_sauce,,rag pasta sauce,cereale,,,0.70,100,,365,1,gluten,2.5,0,113
pork_steak,,pork steak,viande,,,0.70,150,,3,0,,12.0,0,113
rhode_dinner_roll,,rhode dinner roll,pain,,,0.25,40,,4,0,,4.0,0,113
strawberry_ice_cream,,strawberry ice cream,fruit,0.99,,0.65,150,,7,0,lactose,3.5,0,112
butternut_pumpkin,,butternut pumpkin,legume,0.96,113.0,0.60,120,,7,0,lactose,3.0,0,112
brown_rice_syrup,,brown rice syrup,sucrant,1.33,,0.85,20,,730,1,,6.0,0,112
angostura_bitter,,angostura bitter,autre,,,0.70,100,,90,0,,5.0,0,111
soft_cream_cheese,,soft cream cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,111
instant_milk_powder,,instant milk powder,epice,1.03,,0.50,2,,730,1,lactose,20.0,0,111
chili_with_bean,,chili with bean,epice,,,0.50,2,,730,1,,20.0,0,111
candied_red_cherry,,candied red cherry,fruit,,,0.65,150,,7,0,,3.5,0,111
camembert_cheese,,camembert cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,111
anjou_pear,,anjou pear,fruit,,180.0,0.65,150,,7,0,,3.5,0,111
dark_cocoa,,dark cocoa,sucrant,0.42,,0.85,20,,730,1,,6.0,0,111
pickling_cucumber,,pickling cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,111
soda_cracker,,soda cracker,pain,,,0.25,40,,4,0,gluten,4.0,0,111
maraschino_cherry_juice,,maraschino cherry juice,fruit,1.04,,0.65,150,,7,0,,3.5,0,110
bottled_pepper_sauce,,bottled pepper sauce,epice,,,0.50,2,,730,1,,20.0,0,110
season_all_salt,,season-all salt,epice,1.22,,0.50,2,,730,1,,20.0,0,110
relish,,relish,condiment,,,1.05,15,,180,1,,6.0,0,110
herb_stuffing_mix,,herb stuffing mix,herbe,,,0.25,5,,5,0,,25.0,0,110
pace_picante_sauce,,pace picante sauce,condiment,,,1.05,15,,180,1,,6.0,0,110
red_salmon,,red salmon,poisson,,,0.70,150,,2,0,poisson,18.0,0,110
black_walnut,,black walnut,oleagineux,0.5,,0.50,1,,180,0,fruits_a_coque,14.0,0,110
grain_rice,,grain rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,110
bone_in_chicken_thigh,,bone-in chicken thigh,volaille,,120.0,0.70,150,,2,0,,9.0,0,110
challah,,challah,autre,,,0.70,100,,90,0,,5.0,0,110
cup_cheddar_cheese,,cup cheddar cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,110
honey_dijon_mustard,,honey dijon mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,109
crispix_cereal,,crispix cereal,autre,,,0.70,100,,90,0,,5.0,0,109
skim_milk_powder,,skim milk powder,epice,1.03,,0.50,2,,730,1,lactose,20.0,0,109
granulated_onion,,granulated onion,legume,,150.0,0.60,120,,7,0,,3.0,0,109
french_fried_onion_ring,,french fried onion ring,legume,,150.0,0.60,120,,7,0,,3.0,0,109
peach_nectar,,peach nectar,fruit,,150.0,0.65,150,,7,0,,3.5,0,109
chicken_soup_base,,chicken soup base,volaille,,,0.70,150,,2,0,,9.0,0,109
medjool_date,,medjool date,fruit,,,0.65,150,,7,0,,3.5,0,109
unbaked_pastry_shell,,unbaked pastry shell,pain,,,0.25,40,,4,0,gluten,4.0,0,109
quaker_oat,,quaker oat,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,109
blood_orange,,blood orange,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,109
fruit_juice,,fruit juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,109
head_romaine_lettuce,,head romaine lettuce,legume,,,0.60,120,,7,0,,3.0,0,108
ruby_port,,ruby port,autre,,,0.70,100,,90,0,,5.0,0,108
cherry_preserve,,cherry preserve,fruit,,,0.65,150,,7,0,,3.5,0,108
cinnamon_sugar_mixture,,cinnamon-sugar mixture,epice,0.85,,0.50,2,,730,1,,20.0,0,108
canning_salt,,canning salt,epice,1.22,,0.50,2,,730,1,,20.0,0,108
oreo_cookie_crumb,,oreo cookie crumb,pain,,,0.25,40,,4,0,gluten,4.0,0,108
snicker_candy_bar,,snicker candy bar,autre,,,0.70,100,,90,0,,5.0,0,108
chicken_fillet,,chicken fillet,volaille,,,0.70,150,,2,0,,9.0,0,108
potato_flake,,potato flake,legume,,170.0,0.60,120,,7,0,,3.0,0,108
endive,,endive,legume,,,0.60,120,,7,0,,3.0,0,108
rump_steak,,rump steak,viande,,,0.70,150,,3,0,,12.0,0,108
cup_chicken_broth,,cup chicken broth,volaille,1.0,,0.70,150,,2,0,,9.0,0,108
haddock_fillet,,haddock fillet,autre,,,0.70,100,,90,0,,5.0,0,108
instant_butterscotch_pudding_mix,,instant butterscotch pudding mix,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,107
almond_essence,,almond essence,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,107
aged_cheddar_cheese,,aged cheddar cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,107
veal_cutlet,,veal cutlet,viande,,,0.70,150,,3,0,,12.0,0,107
chinese_noodle,,chinese noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,107
bing_cherry,,bing cherry,fruit,,,0.65,150,,7,0,,3.5,0,107
and_ginger,,and ginger,epice,,,0.50,2,,730,1,,20.0,0,107
velveeta_cheese_product,,velveeta cheese product,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,106
brown_mustard_seed,,brown mustard seed,epice,1.05,,0.50,2,,730,1,,20.0,0,106
mozzarella_string_cheese,,mozzarella string cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,106
campbell_s_cream_of_chicken_soup,,campbell s cream of chicken soup,volaille,0.99,,0.70,150,,2,0,lactose,9.0,0,106
grain_dijon_mustard,,grain dijon mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,106
firm_white_fish_fillet,,firm white fish fillet,poisson,,,0.70,150,,2,0,poisson,18.0,0,106
ginger_juice,,ginger juice,epice,1.04,,0.50,2,,730,1,,20.0,0,106
teaspoon_thyme,,teaspoon thyme,herbe,,,0.25,5,,5,0,,25.0,0,106
black_bean_sauce,,black bean sauce,condiment,,,1.05,15,,180,1,,6.0,0,105
cake,,cake,autre,,,0.70,100,,90,0,,5.0,0,105
tabasco_brand_chipotle_pepper_sauce,,tabasco brand chipotle pepper sauce,epice,,,0.50,2,,730,1,,20.0,0,105
turkey_pepperoni,,turkey pepperoni,viande,,,0.70,150,,3,0,,12.0,0,105
m_m,,m &m,autre,,,0.70,100,,90,0,,5.0,0,105
pimento_stuffed_green_olive,,pimento-stuffed green olive,legume,,,0.60,120,,7,0,,3.0,0,105
boursin_cheese,,boursin cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,105
agave,,agave,autre,,,0.70,100,,90,0,,5.0,0,105
red_jalapeno_chile,,red jalapeno chile,autre,,15.0,0.70,100,,90,0,,5.0,0,105
chocolate_graham_cracker,,chocolate graham cracker,sucrant,,,0.85,20,,730,1,gluten,6.0,0,105
real_vanilla_extract,,real vanilla extract,patisserie,,,0.60,10,,365,1,,15.0,0,104
pineapple_preserve,,pineapple preserve,fruit,,180.0,0.65,150,,7,0,,3.5,0,104
sugar_syrup,,sugar syrup,sucrant,0.85,,0.85,20,,730,1,,6.0,0,104
tahini_paste,,tahini paste,condiment,,,1.05,15,,180,1,,6.0,0,104
good_seasoning_italian_salad_dressing_mix,,good seasoning italian salad dressing mix,epice,,,0.50,2,,730,1,,20.0,0,104
cacao,,cacao,autre,,,0.70,100,,90,0,,5.0,0,104
sofrito_sauce,,sofrito sauce,condiment,,,1.05,15,,180,1,,6.0,0,104
purple_cabbage,,purple cabbage,legume,,,0.60,120,,7,0,,3.0,0,104
converted_rice,,converted rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,104
bone_in_chicken_breast_half,,bone-in chicken breast half,volaille,,175.0,0.70,150,,2,0,,9.0,0,104
baked_potato,,baked potato,legume,,170.0,0.60,120,,7,0,,3.0,0,104
shoyu,,shoyu,autre,,,0.70,100,,90,0,,5.0,0,104
instant_espresso,,instant espresso,autre,,,0.70,100,,90,0,,5.0,0,104
malibu_rum,,malibu rum,alcool,,,0.98,750,,730,0,,8.0,0,103
hamburger_bun_with_sesame_seed,,hamburger bun with sesame seed,oleagineux,,,0.50,1,,180,0,,14.0,0,103
cabernet_sauvignon_wine,,cabernet sauvignon wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,103
tablespoon_vegetable_oil,,tablespoon vegetable oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,103
jalapeno_jack_cheese,,jalapeno jack cheese,fromage,0.45,15.0,0.45,30,,21,0,lactose,13.0,0,103
corkscrew_macaroni,,corkscrew macaroni,cereale,,,0.70,100,,365,1,gluten,2.5,0,103
asian_chili_sauce,,asian chili sauce,epice,,,0.50,2,,730,1,,20.0,0,103
wheat_breadcrumb,,wheat breadcrumb,pain,0.45,30.0,0.25,40,,4,0,gluten,4.0,0,103
greek_oregano,,greek oregano,herbe,,,0.25,5,,5,0,,25.0,0,103
sweet_bell_pepper,,sweet bell pepper,epice,,150.0,0.50,2,,730,1,,20.0,0,103
tomato_with_basil_oregano_and_garlic,,tomato with basil oregano and garlic,herbe,,50.0,0.25,5,,5,0,,25.0,0,102
refrigerated_chocolate_chip_cookie_dough,,refrigerated chocolate chip cookie dough,sucrant,0.72,,0.85,20,,730,1,,6.0,0,102
hershey_s_cocoa,,hershey s cocoa,sucrant,0.42,,0.85,20,,730,1,,6.0,0,102
tartar_sauce,,tartar sauce,condiment,,,1.05,15,,180,1,,6.0,0,102
seedless_raspberry_preserve,,seedless raspberry preserve,fruit,,,0.65,150,,7,0,,3.5,0,102
brie_round,,brie round,autre,,,0.70,100,,90,0,,5.0,0,102
buttered_bread_crumb,,buttered bread crumb,matiere_grasse,0.96,113.0,0.92,113,,120,1,gluten;lactose,5.0,0,102
guajillo_chili,,guajillo chili,epice,,,0.50,2,,730,1,,20.0,0,102
head_broccoli,,head broccoli,legume,,,0.60,120,,7,0,,3.0,0,101
baked_corn_tortilla_chip,,baked corn tortilla chip,pain,,45.0,0.25,40,,4,0,gluten,4.0,0,101
wheat_berry,,wheat berry,autre,,,0.70,100,,90,0,,5.0,0,101
grape_leaf,,grape leaf,fruit,,,0.65,150,,7,0,,3.5,0,101
vegan_butter,,vegan butter,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,101
chocolate_cookie_crumb,,chocolate cookie crumb,sucrant,,,0.85,20,,730,1,gluten,6.0,0,101
veal_stock,,veal stock,bouillon,1.0,,1.00,250,,365,1,,1.5,0,101
baked_pie_crust,,baked pie crust,pain,,,0.25,40,,4,0,gluten,4.0,0,101
mexican_cheese_blend,,mexican cheese blend,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,101
green_zucchini,,green zucchini,legume,,200.0,0.60,120,,7,0,,3.0,0,100
turkey_kielbasa,,turkey kielbasa,volaille,,,0.70,150,,2,0,,9.0,0,100
mature_cheddar_cheese,,mature cheddar cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,100
leaf_thyme,,leaf thyme,herbe,,,0.25,5,,5,0,,25.0,0,100
tablespoon_brown_sugar,,tablespoon brown sugar,sucrant,0.93,,0.85,20,,730,1,,6.0,0,100
cannellini,,cannellini,autre,,,0.70,100,,90,0,,5.0,0,100
98_cream_of_mushroom_soup,,98% cream of mushroom soup,legume,0.99,20.0,0.60,120,,7,0,lactose,3.0,0,99
raisin_bran_cereal,,raisin bran cereal,fruit,0.62,,0.65,150,,7,0,,3.5,0,99
teriyaki_marinade,,teriyaki marinade,condiment,,,1.05,15,,180,1,,6.0,0,99
wheat_lasagna_noodle,,wheat lasagna noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,99
mango_nectar,,mango nectar,fruit,,,0.65,150,,7,0,,3.5,0,99
garlic_flavored_crouton,,garlic-flavored crouton,legume,,50.0,0.60,120,,7,0,,3.0,0,99
chicken_drummette,,chicken drummette,volaille,,,0.70,150,,2,0,,9.0,0,99
pork_belly,,pork belly,viande,,,0.70,150,,3,0,,12.0,0,99
salad_leaf,,salad leaf,autre,,,0.70,100,,90,0,,5.0,0,99
chicken_sausage,,chicken sausage,volaille,,,0.70,150,,2,0,,9.0,0,99
chocolate_pudding,,chocolate pudding,sucrant,,,0.85,20,,730,1,,6.0,0,99
jalapeno_chili,,jalapeno chili,epice,,15.0,0.50,2,,730,1,,20.0,0,99
habanero,,habanero,autre,,,0.70,100,,90,0,,5.0,0,99
condensed_french_onion_soup,,condensed french onion soup,legume,,150.0,0.60,120,,7,0,,3.0,0,98
wheat_chex,,wheat chex,autre,,,0.70,100,,90,0,,5.0,0,98
french_mustard,,french mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,98
heinz_ketchup,,heinz ketchup,condiment,1.14,,1.05,15,,180,1,,6.0,0,98
salt_substitute,,salt substitute,epice,1.22,,0.50,2,,730,1,,20.0,0,98
90_beef,,90% beef,viande,,,0.70,150,,3,0,,12.0,0,98
ouzo,,ouzo,autre,,,0.70,100,,90,0,,5.0,0,98
green_chilis,,green chilis,epice,,,0.50,2,,730,1,,20.0,0,98
red_chili_paste,,red chili paste,epice,,,0.50,2,,730,1,,20.0,0,98
beef_top_round_steak,,beef top round steak,viande,,,0.70,150,,3,0,,12.0,0,98
bone_in_chicken_breast,,bone-in chicken breast,volaille,,175.0,0.70,150,,2,0,,9.0,0,98
beef_sirloin_steak,,beef sirloin steak,viande,,,0.70,150,,3,0,,12.0,0,98
unblanched_almond,,unblanched almond,oleagineux,,,0.50,1,,180,0,fruits_a_coque,14.0,0,98
and_potato,,and potato,legume,,170.0,0.60,120,,7,0,,3.0,0,98
bottled_clam_juice,,bottled clam juice,boisson,1.04,,1.00,250,,90,0,crustaces,2.0,0,97
liquid_smoke_flavoring,,liquid smoke flavoring,transforme,,,0.80,200,,180,0,,7.0,0,97
glaze,,glaze,autre,,,0.70,100,,90,0,,5.0,0,97
rum_flavoring,,rum flavoring,alcool,,,0.98,750,,730,0,,8.0,0,97
heinz_chili_sauce,,heinz chili sauce,epice,,,0.50,2,,730,1,,20.0,0,97
solid_white_tuna_in_water,,solid white tuna in water,boisson,1.0,,1.00,250,,90,0,poisson,2.0,0,97
reduced_calorie_mayonnaise,,reduced-calorie mayonnaise,condiment,0.91,,1.05,15,,180,1,oeuf,6.0,0,97
french_bean,,french bean,legumineuse,,,0.75,150,,730,1,,3.0,0,97
solid_white_tuna,,solid white tuna,poisson,,,0.70,150,,2,0,poisson,18.0,0,97
knorr_vegetable_soup_mix,,knorr vegetable soup mix,transforme,,,0.80,200,,180,0,,7.0,0,97
anise_extract,,anise extract,patisserie,,,0.60,10,,365,1,,15.0,0,97
shell_macaroni,,shell macaroni,cereale,,,0.70,100,,365,1,gluten,2.5,0,97
gingersnap_crumb,,gingersnap crumb,epice,,,0.50,2,,730,1,gluten,20.0,0,97
four_cheese_mexican_blend_cheese,,four-cheese mexican blend cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,97
watercress_leaf,,watercress leaf,boisson,1.0,,1.00,250,,90,0,,2.0,0,97
teaspoon_nutmeg,,teaspoon nutmeg,epice,0.5,,0.50,2,,730,1,,20.0,0,97
mozzarella_ball,,mozzarella ball,fromage,,,0.45,30,,21,0,lactose,13.0,0,97
tagliatelle_pasta_noodle,,tagliatelle pasta noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,97
arbol_chile,,arbol chile,autre,,,0.70,100,,90,0,,5.0,0,97
condensed_cream_of_potato_soup,,condensed cream of potato soup,legume,0.99,170.0,0.60,120,,7,0,lactose,3.0,0,96
amarula_cream_liqueur,,amarula cream liqueur,alcool,0.99,,0.98,750,,730,0,lactose,8.0,0,96
pink_lemonade_concentrate,,pink lemonade concentrate,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,96
butter_flavor_extract,,butter flavor extract,patisserie,0.96,113.0,0.60,10,,365,1,lactose,15.0,0,96
torn_romaine_lettuce,,torn romaine lettuce,legume,,,0.60,120,,7,0,,3.0,0,96
orange_food_coloring,,orange food coloring,patisserie,,150.0,0.60,10,70.0,365,1,,15.0,0,96
paraffin_wax,,paraffin wax,autre,,,0.70,100,,90,0,,5.0,0,96
pillsbury_grand_refrigerated_buttermilk_biscuit,,pillsbury grand refrigerated buttermilk biscuit,laitier,1.03,113.0,1.02,200,,10,0,lactose,3.0,0,96
tamarind_juice,,tamarind juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,96
